date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2022/03/30,2022,3,30,chokepoint28,Kerch Strait,0,1,11,0,12,12,24,0,6557,9172,0,26094,15730,41824,74806
2022/03/31,2022,3,31,chokepoint28,Kerch Strait,0,1,20,0,8,21,29,0,1479,16623,0,22050,18103,40153,74807
2022/04/01,2022,4,1,chokepoint28,Kerch Strait,0,1,1,1,2,3,5,0,0,1275,664,10925,1939,12864,74808
2022/04/02,2022,4,2,chokepoint28,Kerch Strait,0,1,12,0,6,13,19,0,0,9362,0,15433,9362,24795,74809
2022/04/03,2022,4,3,chokepoint28,Kerch Strait,0,1,6,0,2,7,9,0,0,2481,0,0,2481,2481,74810
2022/04/04,2022,4,4,chokepoint28,Kerch Strait,0,0,12,0,5,12,17,0,0,9243,0,13823,9243,23067,74811
2022/04/05,2022,4,5,chokepoint28,Kerch Strait,0,0,10,0,8,10,18,0,0,8041,0,4808,8041,12849,74812
2022/04/06,2022,4,6,chokepoint28,Kerch Strait,0,2,29,1,18,32,50,0,0,22737,1410,43044,24147,67192,74813
2022/04/07,2022,4,7,chokepoint28,Kerch Strait,0,0,12,0,6,12,18,0,0,19385,0,11991,19385,31376,74814
2022/04/08,2022,4,8,chokepoint28,Kerch Strait,0,0,13,1,3,14,17,0,0,14571,664,9138,15235,24374,74815
2022/04/09,2022,4,9,chokepoint28,Kerch Strait,0,2,7,0,5,9,14,0,0,7537,0,5743,7537,13281,74816
2022/04/10,2022,4,10,chokepoint28,Kerch Strait,0,1,15,2,12,18,30,0,3189,15584,5198,38718,23972,62691,74817
2022/04/11,2022,4,11,chokepoint28,Kerch Strait,0,1,11,0,3,12,15,0,0,9665,0,3162,9665,12828,74818
2022/04/12,2022,4,12,chokepoint28,Kerch Strait,0,1,3,1,4,5,9,0,3189,2856,0,13099,6046,19145,74819
2022/04/13,2022,4,13,chokepoint28,Kerch Strait,0,1,1,0,1,2,3,0,0,1722,0,2773,1722,4495,74820
2022/04/14,2022,4,14,chokepoint28,Kerch Strait,0,0,10,0,7,10,17,0,0,9843,0,32455,9843,42299,74821
2022/04/15,2022,4,15,chokepoint28,Kerch Strait,0,0,18,0,6,18,24,0,0,27600,0,2595,27600,30196,74822
2022/04/16,2022,4,16,chokepoint28,Kerch Strait,0,2,17,0,9,19,28,0,0,15878,0,7585,15878,23464,74823
2022/04/17,2022,4,17,chokepoint28,Kerch Strait,0,0,12,1,5,13,18,0,0,10147,817,11795,10964,22759,74824
2022/04/18,2022,4,18,chokepoint28,Kerch Strait,0,0,11,0,7,11,18,0,0,11908,0,13213,11908,25122,74825
2022/04/19,2022,4,19,chokepoint28,Kerch Strait,0,0,9,0,1,9,10,0,0,7473,0,0,7473,7473,74826
2022/04/20,2022,4,20,chokepoint28,Kerch Strait,0,0,7,0,2,7,9,0,0,9275,0,6623,9275,15899,74827
2022/04/21,2022,4,21,chokepoint28,Kerch Strait,0,0,8,1,5,9,14,0,0,7220,3537,11442,10757,22200,74828
2022/04/22,2022,4,22,chokepoint28,Kerch Strait,1,1,14,1,11,17,28,0,0,9743,1176,22036,10920,32956,74829
2022/04/23,2022,4,23,chokepoint28,Kerch Strait,0,1,16,0,9,17,26,0,26963,14923,0,20655,41887,62542,74830
2022/04/24,2022,4,24,chokepoint28,Kerch Strait,0,0,18,0,5,18,23,0,0,22070,0,8046,22070,30117,74831
2022/04/25,2022,4,25,chokepoint28,Kerch Strait,0,3,21,1,6,25,31,0,16188,25149,817,24117,42155,66273,74832
2022/04/26,2022,4,26,chokepoint28,Kerch Strait,1,0,5,0,5,6,11,0,0,4324,0,6708,4324,11032,74833
2022/04/27,2022,4,27,chokepoint28,Kerch Strait,0,0,16,0,10,16,26,0,0,22284,0,20445,22284,42729,74834
2022/04/28,2022,4,28,chokepoint28,Kerch Strait,0,2,11,0,3,13,16,0,0,12475,0,1639,12475,14115,74835
2022/04/29,2022,4,29,chokepoint28,Kerch Strait,1,0,21,1,6,23,29,0,0,25589,710,3143,26299,29442,74836
2022/04/30,2022,4,30,chokepoint28,Kerch Strait,0,1,14,0,6,15,21,0,2130,21560,0,11297,23690,34988,74837
2022/05/01,2022,5,1,chokepoint28,Kerch Strait,0,0,12,1,5,13,18,0,0,10401,817,11557,11218,22776,74838
2022/05/02,2022,5,2,chokepoint28,Kerch Strait,0,0,8,1,2,9,11,0,0,17398,4039,10443,21438,31881,74839
2022/05/03,2022,5,3,chokepoint28,Kerch Strait,0,1,16,0,6,17,23,0,3279,21988,0,5000,25268,30268,74840
2022/05/04,2022,5,4,chokepoint28,Kerch Strait,0,1,8,0,9,9,18,0,0,10301,0,24726,10301,35027,74841
2022/05/05,2022,5,5,chokepoint28,Kerch Strait,0,1,7,0,2,8,10,0,5722,11224,0,0,16946,16946,74842
2022/05/06,2022,5,6,chokepoint28,Kerch Strait,0,0,6,0,2,6,8,0,0,6483,0,4920,6483,11403,74843
2022/05/07,2022,5,7,chokepoint28,Kerch Strait,0,0,5,0,2,5,7,0,0,5604,0,0,5604,5604,74844
2022/05/08,2022,5,8,chokepoint28,Kerch Strait,0,0,14,2,9,16,25,0,0,15929,1993,5412,17923,23336,74845
2022/05/09,2022,5,9,chokepoint28,Kerch Strait,0,1,9,0,5,10,15,0,14963,6389,0,0,21353,21353,74846
2022/05/10,2022,5,10,chokepoint28,Kerch Strait,0,0,12,0,7,12,19,0,0,6580,0,6712,6580,13293,74847
2022/05/11,2022,5,11,chokepoint28,Kerch Strait,0,0,9,0,5,9,14,0,0,10387,0,10103,10387,20490,74848
2022/05/12,2022,5,12,chokepoint28,Kerch Strait,0,2,50,2,28,54,82,0,10944,74203,4463,87210,89611,176821,74849
2022/05/13,2022,5,13,chokepoint28,Kerch Strait,0,0,15,0,6,15,21,0,0,14224,0,4471,14224,18696,74850
2022/05/14,2022,5,14,chokepoint28,Kerch Strait,0,2,27,0,9,29,38,0,0,26121,0,28733,26121,54855,74851
2022/05/15,2022,5,15,chokepoint28,Kerch Strait,0,1,15,1,6,17,23,0,3279,13876,817,13923,17973,31896,74852
2022/05/16,2022,5,16,chokepoint28,Kerch Strait,0,0,14,0,5,14,19,0,0,9533,0,9380,9533,18913,74853
2022/05/17,2022,5,17,chokepoint28,Kerch Strait,0,0,9,0,8,9,17,0,0,6257,0,10208,6257,16466,74854
2022/05/18,2022,5,18,chokepoint28,Kerch Strait,0,1,7,0,5,8,13,0,0,10475,0,8608,10475,19083,74855
2022/05/19,2022,5,19,chokepoint28,Kerch Strait,0,1,12,0,7,13,20,0,3189,21785,0,14387,24974,39361,74856
2022/05/20,2022,5,20,chokepoint28,Kerch Strait,0,1,17,0,11,18,29,0,0,19765,0,11559,19765,31325,74857
2022/05/21,2022,5,21,chokepoint28,Kerch Strait,0,0,17,1,7,18,25,0,0,27516,1176,5152,28693,33845,74858
2022/05/22,2022,5,22,chokepoint28,Kerch Strait,0,2,23,1,9,26,35,0,3310,25989,817,33738,30116,63854,74859
2022/05/23,2022,5,23,chokepoint28,Kerch Strait,0,0,5,1,4,6,10,0,0,4965,3286,3244,8251,11496,74860
2022/05/24,2022,5,24,chokepoint28,Kerch Strait,0,1,9,1,7,11,18,0,26925,8353,1176,16401,36455,52856,74861
2022/05/25,2022,5,25,chokepoint28,Kerch Strait,0,1,28,0,8,29,37,0,3279,32662,0,23263,35942,59205,74862
2022/05/26,2022,5,26,chokepoint28,Kerch Strait,0,0,25,0,10,25,35,0,0,35701,0,27134,35701,62836,74863
2022/05/27,2022,5,27,chokepoint28,Kerch Strait,0,0,12,0,12,12,24,0,0,6311,0,23413,6311,29724,74864
2022/05/28,2022,5,28,chokepoint28,Kerch Strait,0,0,19,0,11,19,30,0,0,23177,0,17914,23177,41091,74865
2022/05/29,2022,5,29,chokepoint28,Kerch Strait,0,1,14,0,4,15,19,0,1609,18116,0,0,19725,19725,74866
2022/05/30,2022,5,30,chokepoint28,Kerch Strait,0,0,24,1,8,25,33,0,0,25050,817,23666,25867,49533,74867
2022/05/31,2022,5,31,chokepoint28,Kerch Strait,0,0,11,1,8,12,20,0,0,7837,1176,19651,9013,28665,74868
2022/06/01,2022,6,1,chokepoint28,Kerch Strait,0,1,16,0,4,17,21,0,0,22537,0,17321,22537,39858,74869
2022/06/02,2022,6,2,chokepoint28,Kerch Strait,0,1,32,0,8,33,41,0,1609,31501,0,24286,33111,57397,74870
2022/06/03,2022,6,3,chokepoint28,Kerch Strait,0,1,9,2,8,12,20,0,1699,15393,4922,22279,22014,44294,74871
2022/06/04,2022,6,4,chokepoint28,Kerch Strait,0,2,21,0,14,23,37,0,7353,19129,0,38602,26482,65084,74872
2022/06/05,2022,6,5,chokepoint28,Kerch Strait,0,1,18,0,9,19,28,0,3189,23028,0,18273,26217,44491,74873
2022/06/06,2022,6,6,chokepoint28,Kerch Strait,0,1,6,1,7,8,15,0,0,8338,817,10400,9155,19556,74874
2022/06/07,2022,6,7,chokepoint28,Kerch Strait,0,0,10,0,2,10,12,0,0,10036,0,5532,10036,15569,74875
2022/06/08,2022,6,8,chokepoint28,Kerch Strait,0,0,22,0,7,22,29,0,0,34537,0,22094,34537,56632,74876
2022/06/09,2022,6,9,chokepoint28,Kerch Strait,0,0,19,0,9,19,28,0,0,16727,0,15379,16727,32107,74877
2022/06/10,2022,6,10,chokepoint28,Kerch Strait,0,0,11,0,10,11,21,0,0,13519,0,20002,13519,33521,74878
2022/06/11,2022,6,11,chokepoint28,Kerch Strait,1,0,25,1,14,27,41,0,0,27504,0,22714,27504,50219,74879
2022/06/12,2022,6,12,chokepoint28,Kerch Strait,0,1,12,1,8,14,22,0,3279,15802,3537,29925,22619,52545,74880
2022/06/13,2022,6,13,chokepoint28,Kerch Strait,0,0,23,0,11,23,34,0,0,17679,0,29666,17679,47345,74881
2022/06/14,2022,6,14,chokepoint28,Kerch Strait,0,1,13,0,8,14,22,0,3189,12631,0,20998,15821,36820,74882
2022/06/15,2022,6,15,chokepoint28,Kerch Strait,0,0,7,1,3,8,11,0,0,14467,817,7585,15284,22870,74883
2022/06/16,2022,6,16,chokepoint28,Kerch Strait,0,0,7,0,8,7,15,0,0,6383,0,19906,6383,26290,74884
2022/06/17,2022,6,17,chokepoint28,Kerch Strait,0,0,36,0,8,36,44,0,0,36278,0,5688,36278,41966,74885
2022/06/18,2022,6,18,chokepoint28,Kerch Strait,0,1,9,0,7,10,17,0,13163,4185,0,5016,17349,22366,74886
2022/06/19,2022,6,19,chokepoint28,Kerch Strait,0,0,22,1,10,23,33,0,0,24131,0,37783,24131,61915,74887
2022/06/20,2022,6,20,chokepoint28,Kerch Strait,0,0,33,0,15,33,48,0,0,34520,0,31154,34520,65674,74888
2022/06/21,2022,6,21,chokepoint28,Kerch Strait,0,0,22,0,11,22,33,0,0,24009,0,21723,24009,45732,74889
2022/06/22,2022,6,22,chokepoint28,Kerch Strait,0,0,9,2,4,11,15,0,0,9124,4605,0,13729,13729,74890
2022/06/23,2022,6,23,chokepoint28,Kerch Strait,0,0,2,0,3,2,5,0,0,1722,0,0,1722,1722,74891
2022/06/24,2022,6,24,chokepoint28,Kerch Strait,0,0,14,1,4,15,19,0,0,16108,0,2430,16108,18538,74892
2022/06/25,2022,6,25,chokepoint28,Kerch Strait,0,1,25,0,10,26,36,0,0,22472,0,10332,22472,32805,74893
2022/06/26,2022,6,26,chokepoint28,Kerch Strait,0,0,13,0,3,13,16,0,0,14782,0,6068,14782,20851,74894
2022/06/27,2022,6,27,chokepoint28,Kerch Strait,0,1,17,0,9,18,27,0,1699,17426,0,13786,19125,32911,74895
2022/06/28,2022,6,28,chokepoint28,Kerch Strait,0,2,14,1,8,17,25,0,8081,18417,817,25304,27316,52620,74896
2022/06/29,2022,6,29,chokepoint28,Kerch Strait,0,1,22,0,10,23,33,0,0,31641,0,17365,31641,49007,74897
2022/06/30,2022,6,30,chokepoint28,Kerch Strait,0,0,25,0,5,25,30,0,0,30685,0,9585,30685,40270,74898
2022/07/01,2022,7,1,chokepoint28,Kerch Strait,0,2,23,1,10,26,36,0,2130,23235,0,27990,25366,53356,74899
2022/07/02,2022,7,2,chokepoint28,Kerch Strait,0,1,13,1,2,15,17,0,0,19303,3788,6704,23091,29796,74900
2022/07/03,2022,7,3,chokepoint28,Kerch Strait,0,0,13,0,6,13,19,0,0,24144,0,6020,24144,30164,74901
2022/07/04,2022,7,4,chokepoint28,Kerch Strait,0,0,24,1,8,25,33,0,0,36396,0,14005,36396,50402,74902
2022/07/05,2022,7,5,chokepoint28,Kerch Strait,0,1,28,1,9,30,39,0,0,34396,817,5640,35213,40854,74903
2022/07/06,2022,7,6,chokepoint28,Kerch Strait,0,0,28,0,7,28,35,0,0,30168,0,17686,30168,47855,74904
2022/07/07,2022,7,7,chokepoint28,Kerch Strait,0,2,22,0,6,24,30,0,30234,31584,0,18096,61819,79915,74905
2022/07/08,2022,7,8,chokepoint28,Kerch Strait,0,2,25,0,11,27,38,0,6469,25713,0,26238,32183,58421,74906
2022/07/09,2022,7,9,chokepoint28,Kerch Strait,0,0,23,0,5,23,28,0,0,36541,0,18512,36541,55053,74907
2022/07/10,2022,7,10,chokepoint28,Kerch Strait,0,1,23,0,9,24,33,0,5924,33723,0,29250,39647,68897,74908
2022/07/11,2022,7,11,chokepoint28,Kerch Strait,0,0,12,0,4,12,16,0,0,15813,0,4385,15813,20198,74909
2022/07/12,2022,7,12,chokepoint28,Kerch Strait,0,0,10,1,5,11,16,0,0,17542,3788,11727,21330,33058,74910
2022/07/13,2022,7,13,chokepoint28,Kerch Strait,0,1,16,0,7,17,24,0,13163,23897,0,9849,37061,46911,74911
2022/07/14,2022,7,14,chokepoint28,Kerch Strait,0,2,13,0,7,15,22,0,2130,11374,0,13853,13504,27358,74912
2022/07/15,2022,7,15,chokepoint28,Kerch Strait,0,1,14,1,10,16,26,0,0,15448,664,32804,16113,48917,74913
2022/07/16,2022,7,16,chokepoint28,Kerch Strait,0,0,26,0,8,26,34,0,0,31098,0,14697,31098,45795,74914
2022/07/17,2022,7,17,chokepoint28,Kerch Strait,0,0,26,0,14,26,40,0,0,27675,0,30682,27675,58357,74915
2022/07/18,2022,7,18,chokepoint28,Kerch Strait,0,1,6,0,1,7,8,0,0,10803,0,0,10803,10803,74916
2022/07/19,2022,7,19,chokepoint28,Kerch Strait,0,0,16,0,9,16,25,0,0,35947,0,3998,35947,39946,74917
2022/07/20,2022,7,20,chokepoint28,Kerch Strait,0,1,18,0,2,19,21,0,6531,37958,0,11984,44489,56474,74918
2022/07/21,2022,7,21,chokepoint28,Kerch Strait,0,1,13,2,6,16,22,0,1441,15373,5216,0,22031,22031,74919
2022/07/22,2022,7,22,chokepoint28,Kerch Strait,0,0,7,0,4,7,11,0,0,6503,0,1760,6503,8264,74920
2022/07/23,2022,7,23,chokepoint28,Kerch Strait,0,0,16,0,8,16,24,0,0,24478,0,30848,24478,55326,74921
2022/07/24,2022,7,24,chokepoint28,Kerch Strait,0,0,19,0,7,19,26,0,0,20469,0,6425,20469,26895,74922
2022/07/25,2022,7,25,chokepoint28,Kerch Strait,0,1,24,0,8,25,33,0,0,33779,0,19964,33779,53743,74923
2022/07/26,2022,7,26,chokepoint28,Kerch Strait,0,0,17,0,3,17,20,0,0,20381,0,0,20381,20381,74924
2022/07/27,2022,7,27,chokepoint28,Kerch Strait,0,1,30,1,13,32,45,0,0,33019,664,26954,33684,60638,74925
2022/07/28,2022,7,28,chokepoint28,Kerch Strait,0,2,28,1,8,31,39,0,0,45414,1176,9811,46591,56402,74926
2022/07/29,2022,7,29,chokepoint28,Kerch Strait,0,1,32,1,6,34,40,0,37995,46378,0,22025,84373,106399,74927
2022/07/30,2022,7,30,chokepoint28,Kerch Strait,0,1,34,0,8,35,43,0,3189,47923,0,9561,51113,60674,74928
2022/07/31,2022,7,31,chokepoint28,Kerch Strait,0,0,25,1,5,26,31,0,0,38367,3788,10929,42156,53085,74929
2022/08/01,2022,8,1,chokepoint28,Kerch Strait,0,4,14,1,4,19,23,0,3013,26017,664,10589,29695,40285,74930
2022/08/02,2022,8,2,chokepoint28,Kerch Strait,0,0,10,0,6,10,16,0,0,19287,0,23320,19287,42607,74931
2022/08/03,2022,8,3,chokepoint28,Kerch Strait,0,0,16,0,6,16,22,0,0,26849,0,5712,26849,32562,74932
2022/08/04,2022,8,4,chokepoint28,Kerch Strait,0,0,30,0,10,30,40,0,0,40768,0,15930,40768,56698,74933
2022/08/05,2022,8,5,chokepoint28,Kerch Strait,0,2,19,0,13,21,34,0,0,28428,0,19710,28428,48139,74934
2022/08/06,2022,8,6,chokepoint28,Kerch Strait,0,0,16,0,11,16,27,0,0,24384,0,19767,24384,44152,74935
2022/08/07,2022,8,7,chokepoint28,Kerch Strait,0,4,26,0,5,30,35,0,26666,36564,0,12773,63231,76004,74936
2022/08/08,2022,8,8,chokepoint28,Kerch Strait,0,0,35,2,10,37,47,0,0,45065,1840,38095,46906,85002,74937
2022/08/09,2022,8,9,chokepoint28,Kerch Strait,0,2,18,0,9,20,29,0,0,26538,0,11204,26538,37743,74938
2022/08/10,2022,8,10,chokepoint28,Kerch Strait,0,0,27,1,7,28,35,0,0,31708,0,8846,31708,40554,74939
2022/08/11,2022,8,11,chokepoint28,Kerch Strait,0,2,21,0,7,23,30,0,5924,25517,0,10902,31441,42343,74940
2022/08/12,2022,8,12,chokepoint28,Kerch Strait,0,1,13,1,0,15,15,0,0,19279,0,0,19279,19279,74941
2022/08/13,2022,8,13,chokepoint28,Kerch Strait,0,0,12,0,4,12,16,0,0,23531,0,7768,23531,31300,74942
2022/08/14,2022,8,14,chokepoint28,Kerch Strait,0,0,29,2,10,31,41,0,0,33816,664,6708,34480,41188,74943
2022/08/15,2022,8,15,chokepoint28,Kerch Strait,0,2,15,0,8,17,25,0,1999,14424,0,20512,16424,36936,74944
2022/08/16,2022,8,16,chokepoint28,Kerch Strait,0,1,11,0,4,12,16,0,0,17069,0,3936,17069,21006,74945
2022/08/17,2022,8,17,chokepoint28,Kerch Strait,0,3,24,1,17,28,45,0,0,39137,664,21713,39801,61514,74946
2022/08/18,2022,8,18,chokepoint28,Kerch Strait,0,2,27,2,7,31,38,0,4202,40012,3788,20388,48003,68391,74947
2022/08/19,2022,8,19,chokepoint28,Kerch Strait,0,1,19,0,3,20,23,0,0,35569,0,4521,35569,40090,74948
2022/08/20,2022,8,20,chokepoint28,Kerch Strait,0,0,13,0,2,13,15,0,0,25841,0,6174,25841,32015,74949
2022/08/21,2022,8,21,chokepoint28,Kerch Strait,0,0,20,1,10,21,31,0,0,29410,664,29095,30074,59169,74950
2022/08/22,2022,8,22,chokepoint28,Kerch Strait,0,0,10,0,6,10,16,0,0,12762,0,10377,12762,23139,74951
2022/08/23,2022,8,23,chokepoint28,Kerch Strait,0,0,12,2,2,14,16,0,0,11033,943,0,11976,11976,74952
2022/08/24,2022,8,24,chokepoint28,Kerch Strait,0,1,17,0,3,18,21,0,1146,19654,0,4847,20801,25648,74953
2022/08/25,2022,8,25,chokepoint28,Kerch Strait,0,0,13,0,3,13,16,0,0,24465,0,0,24465,24465,74954
2022/08/26,2022,8,26,chokepoint28,Kerch Strait,0,2,26,1,17,29,46,0,0,19712,664,19410,20376,39787,74955
2022/08/27,2022,8,27,chokepoint28,Kerch Strait,0,0,26,1,2,27,29,0,0,31096,3788,3936,34884,38821,74956
2022/08/28,2022,8,28,chokepoint28,Kerch Strait,0,1,15,0,10,16,26,0,0,23393,0,18447,23393,41841,74957
2022/08/29,2022,8,29,chokepoint28,Kerch Strait,0,1,35,0,10,36,46,0,0,43220,0,15238,43220,58459,74958
2022/08/30,2022,8,30,chokepoint28,Kerch Strait,0,1,32,0,11,33,44,0,28309,44771,0,23156,73081,96237,74959
2022/08/31,2022,8,31,chokepoint28,Kerch Strait,0,2,32,1,12,35,47,0,26346,44686,664,20600,71697,92297,74960
2022/09/01,2022,9,1,chokepoint28,Kerch Strait,0,1,21,0,3,22,25,0,26963,29406,0,0,56370,56370,74961
2023/12/31,2023,12,31,chokepoint28,Kerch Strait,0,0,2,0,1,2,3,0,0,864,0,3454,864,4319,74962
2024/01/01,2024,1,1,chokepoint28,Kerch Strait,0,0,0,0,1,0,1,0,0,0,0,5326,0,5326,74963
2024/01/02,2024,1,2,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74964
2024/01/03,2024,1,3,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74965
2024/01/04,2024,1,4,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74966
2024/01/05,2024,1,5,chokepoint28,Kerch Strait,0,0,1,0,0,1,1,0,0,3073,0,0,3073,3073,74967
2024/01/06,2024,1,6,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74968
2024/01/07,2024,1,7,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74969
2024/01/08,2024,1,8,chokepoint28,Kerch Strait,0,1,0,0,0,1,1,0,0,0,0,0,0,0,74970
2022/09/22,2022,9,22,chokepoint28,Kerch Strait,0,0,11,1,11,12,23,0,0,17781,0,34905,17781,52686,74971
2024/01/09,2024,1,9,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74972
2024/01/10,2024,1,10,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74973
2022/09/23,2022,9,23,chokepoint28,Kerch Strait,0,1,9,0,3,10,13,0,30874,14493,0,0,45367,45367,74974
2024/01/11,2024,1,11,chokepoint28,Kerch Strait,0,0,1,0,3,1,4,0,0,1527,0,3800,1527,5327,74975
2022/09/24,2022,9,24,chokepoint28,Kerch Strait,0,1,9,0,4,10,14,0,0,14237,0,21178,14237,35416,74976
2024/01/12,2024,1,12,chokepoint28,Kerch Strait,0,0,1,0,0,1,1,0,0,1586,0,0,1586,1586,74977
2022/09/25,2022,9,25,chokepoint28,Kerch Strait,0,1,14,1,5,16,21,0,36211,26186,0,11768,62398,74166,74978
2024/01/13,2024,1,13,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74979
2022/09/26,2022,9,26,chokepoint28,Kerch Strait,0,1,20,2,5,23,28,0,0,26597,1760,15824,28358,44182,74980
2024/01/14,2024,1,14,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74981
2022/09/27,2022,9,27,chokepoint28,Kerch Strait,0,2,26,0,15,28,43,0,3189,26123,0,27501,29312,56814,74982
2022/09/28,2022,9,28,chokepoint28,Kerch Strait,0,0,14,1,4,15,19,0,0,21708,0,0,21708,21708,74983
2024/01/15,2024,1,15,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74984
2022/09/29,2022,9,29,chokepoint28,Kerch Strait,0,2,42,1,12,45,57,0,0,58057,943,39993,59000,98994,74985
2024/01/16,2024,1,16,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74986
2022/09/30,2022,9,30,chokepoint28,Kerch Strait,1,2,36,1,12,40,52,1446,3279,53273,0,25364,57999,83364,74987
2024/01/17,2024,1,17,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74988
2022/10/01,2022,10,1,chokepoint28,Kerch Strait,0,1,38,0,15,39,54,0,0,58935,0,36649,58935,95584,74989
2024/01/18,2024,1,18,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74990
2022/10/02,2022,10,2,chokepoint28,Kerch Strait,0,1,7,1,5,9,14,0,0,8410,3788,12694,12199,24893,74991
2024/01/19,2024,1,19,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74992
2024/01/20,2024,1,20,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74993
2024/01/21,2024,1,21,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74994
2024/01/22,2024,1,22,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74995
2022/10/03,2022,10,3,chokepoint28,Kerch Strait,0,1,11,0,4,12,16,0,0,16837,0,21519,16837,38357,74996
2024/01/23,2024,1,23,chokepoint28,Kerch Strait,0,0,2,0,0,2,2,0,0,1313,0,0,1313,1313,74997
2022/10/04,2022,10,4,chokepoint28,Kerch Strait,0,1,15,1,12,17,29,0,5924,22457,0,15060,28382,43442,74998
2022/10/05,2022,10,5,chokepoint28,Kerch Strait,0,1,20,0,5,21,26,0,0,31868,0,19275,31868,51143,74999
2024/01/24,2024,1,24,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
2022/10/06,2022,10,6,chokepoint28,Kerch Strait,0,0,18,0,10,18,28,0,0,39446,0,25902,39446,65348,75001
2022/10/07,2022,10,7,chokepoint28,Kerch Strait,0,2,21,1,7,24,31,0,1609,33788,0,19221,35397,54619,75002
2022/10/08,2022,10,8,chokepoint28,Kerch Strait,0,1,9,0,2,10,12,0,0,9242,0,9098,9242,18340,75003
2022/10/09,2022,10,9,chokepoint28,Kerch Strait,0,1,13,1,12,15,27,0,9368,24326,1176,14211,34871,49082,75004
2022/10/10,2022,10,10,chokepoint28,Kerch Strait,0,2,8,0,2,10,12,0,0,11398,0,0,11398,11398,75005
2024/01/25,2024,1,25,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75006
2022/10/11,2022,10,11,chokepoint28,Kerch Strait,0,1,8,0,2,9,11,0,9368,11260,0,2840,20629,23469,75007
2022/10/12,2022,10,12,chokepoint28,Kerch Strait,0,1,38,1,13,40,53,0,6355,54808,3537,26836,64701,91537,75008
2024/01/26,2024,1,26,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75009
2022/10/13,2022,10,13,chokepoint28,Kerch Strait,0,2,22,0,11,24,35,0,22990,43157,0,38444,66148,104593,75010
2024/01/27,2024,1,27,chokepoint28,Kerch Strait,0,0,2,0,0,2,2,0,0,4888,0,0,4888,4888,75011
2022/10/14,2022,10,14,chokepoint28,Kerch Strait,0,1,14,0,6,15,21,0,1351,31621,0,21892,32973,54865,75012
2024/01/28,2024,1,28,chokepoint28,Kerch Strait,0,0,0,0,1,0,1,0,0,0,0,6705,0,6705,75013
2022/10/15,2022,10,15,chokepoint28,Kerch Strait,0,0,8,0,2,8,10,0,0,16853,0,0,16853,16853,75014
2024/01/29,2024,1,29,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75015
2022/10/16,2022,10,16,chokepoint28,Kerch Strait,0,0,6,0,0,6,6,0,0,10184,0,0,10184,10184,75016
2024/01/30,2024,1,30,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75017
2022/10/17,2022,10,17,chokepoint28,Kerch Strait,1,1,5,1,4,8,12,0,28309,8103,0,16612,36413,53025,75018
2024/01/31,2024,1,31,chokepoint28,Kerch Strait,0,1,0,0,1,1,2,0,0,0,0,3800,0,3800,75019
2022/10/18,2022,10,18,chokepoint28,Kerch Strait,0,1,23,1,5,25,30,0,34450,28671,1176,4342,64298,68641,75020
2024/02/01,2024,2,1,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75021
2022/10/19,2022,10,19,chokepoint28,Kerch Strait,0,1,16,0,6,17,23,0,3189,24273,0,2840,27462,30303,75022
